Unnamed: 0,INCIDENT_ID,DATA_YEAR,PUB_AGENCY_NAME,STATE_ABBR,STATE_NAME,POPULATION_GROUP_DESC,INCIDENT_DATE,TOTAL_OFFENDER_COUNT,OFFENDER_RACE,VICTIM_COUNT,OFFENSE_NAME,TOTAL_INDIVIDUAL_VICTIMS,LOCATION_NAME,BIAS_DESC,VICTIM_TYPES
214349,1286719,2020,Guilford,NC,North Carolina,"MSA counties 100,000 or over",02-JUN-20,0,Unknown,1,Intimidation,1.0,Restaurant,Anti-Black or African American,Individual
214350,1313155,2020,Guilford,NC,North Carolina,"MSA counties 100,000 or over",25-AUG-20,1,White,1,Aggravated Assault,1.0,Hotel/Motel/Etc.,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual
214351,1313156,2020,Guilford,NC,North Carolina,"MSA counties 100,000 or over",04-SEP-20,1,Black or African American,1,Aggravated Assault,1.0,Parking/Drop Lot/Garage,Anti-Hispanic or Latino,Individual
214352,1319646,2020,Gibsonville,NC,North Carolina,"Cities from 2,500 thru 9,999",23-OCT-20,1,Black or African American,1,Drug/Narcotic Violations,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Society/Public
214353,1330504,2020,Greensboro,NC,North Carolina,"Cities from 250,000 thru 499,999",26-AUG-20,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Parking/Drop Lot/Garage,"Anti-Multiple Races, Group",Business
214354,1330512,2020,Greensboro,NC,North Carolina,"Cities from 250,000 thru 499,999",16-JUL-20,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Specialty Store,Anti-Black or African American,Business
214355,1330515,2020,Greensboro,NC,North Carolina,"Cities from 250,000 thru 499,999",22-JAN-20,1,White,1,Intimidation,1.0,Residence/Home,Anti-Other Race/Ethnicity/Ancestry,Individual
214356,1330523,2020,Greensboro,NC,North Carolina,"Cities from 250,000 thru 499,999",01-SEP-20,0,Unknown,1,Simple Assault,1.0,Parking/Drop Lot/Garage,Anti-White,Individual
214357,1330535,2020,Greensboro,NC,North Carolina,"Cities from 250,000 thru 499,999",23-FEB-20,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Parking/Drop Lot/Garage,Anti-Islamic (Muslim),Business
214358,1330536,2020,Greensboro,NC,North Carolina,"Cities from 250,000 thru 499,999",15-SEP-20,0,Unknown,1,Simple Assault,1.0,Grocery/Supermarket,Anti-Hispanic or Latino,Individual
214359,1330542,2020,Greensboro,NC,North Carolina,"Cities from 250,000 thru 499,999",08-FEB-20,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple/Mosque,Anti-Other Religion,Business
214360,1330550,2020,Greensboro,NC,North Carolina,"Cities from 250,000 thru 499,999",09-AUG-20,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual
214361,1330552,2020,Greensboro,NC,North Carolina,"Cities from 250,000 thru 499,999",03-JAN-20,5,Black or African American,9,Aggravated Assault,9.0,Restaurant,Anti-Gay (Male),Individual
214362,1338794,2020,Greensboro,NC,North Carolina,"Cities from 250,000 thru 499,999",31-DEC-20,1,White,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual
214363,1338795,2020,Greensboro,NC,North Carolina,"Cities from 250,000 thru 499,999",06-JUN-20,1,White,1,Destruction/Damage/Vandalism of Property,1.0,Restaurant,Anti-Black or African American,Individual
214364,1338796,2020,Greensboro,NC,North Carolina,"Cities from 250,000 thru 499,999",22-MAY-20,0,Unknown,1,Intimidation,1.0,Restaurant,Anti-Lesbian (Female),Individual
214365,1338797,2020,Greensboro,NC,North Carolina,"Cities from 250,000 thru 499,999",12-APR-20,1,White,1,Simple Assault,1.0,Grocery/Supermarket,Anti-Black or African American,Individual
214366,1338798,2020,Greensboro,NC,North Carolina,"Cities from 250,000 thru 499,999",05-OCT-20,1,White,1,Destruction/Damage/Vandalism of Property,1.0,Shopping Mall,Anti-Black or African American,Individual
214367,1338799,2020,Greensboro,NC,North Carolina,"Cities from 250,000 thru 499,999",24-JUN-20,3,Multiple,4,Destruction/Damage/Vandalism of Property;Rape;Simple Assault,2.0,Field/Woods,Anti-Lesbian (Female),Individual
214368,1338800,2020,Greensboro,NC,North Carolina,"Cities from 250,000 thru 499,999",13-JUN-20,0,Unknown,2,Destruction/Damage/Vandalism of Property;Simple Assault,1.0,Grocery/Supermarket;Parking/Drop Lot/Garage,Anti-White,Individual
214369,1338804,2020,Greensboro,NC,North Carolina,"Cities from 250,000 thru 499,999",24-OCT-20,1,Black or African American,1,Intimidation,1.0,Residence/Home,Anti-Hispanic or Latino,Individual
214370,1338805,2020,Greensboro,NC,North Carolina,"Cities from 250,000 thru 499,999",22-NOV-20,1,Black or African American,1,Intimidation,1.0,Residence/Home,Anti-Gay (Male),Individual
214371,1338806,2020,Greensboro,NC,North Carolina,"Cities from 250,000 thru 499,999",31-MAY-20,0,Unknown,1,Burglary/Breaking & Entering,0.0,Grocery/Supermarket,Anti-Protestant,Business
214372,1338815,2020,High Point,NC,North Carolina,"Cities from 100,000 thru 249,999",22-AUG-20,0,Unknown,1,Simple Assault,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual
214373,1338818,2020,High Point,NC,North Carolina,"Cities from 100,000 thru 249,999",22-MAY-20,1,White,2,Intimidation,2.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual
214374,1330570,2020,Scotland Neck,NC,North Carolina,"Cities under 2,500",06-OCT-20,1,Black or African American,1,All Other Larceny,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Other
214375,1269866,2020,Weldon,NC,North Carolina,"Cities under 2,500",18-SEP-20,1,Black or African American,1,Motor Vehicle Theft,2.0,Convenience Store,Anti-Sikh,Individual
214376,1269923,2020,Weldon,NC,North Carolina,"Cities under 2,500",18-SEP-20,0,Unknown,1,Hacking/Computer Invasion,0.0,School-Elementary/Secondary,Anti-Black or African American,Government
214377,1300361,2020,Dunn,NC,North Carolina,"Cities from 2,500 thru 9,999",28-SEP-20,1,Black or African American,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Sikh,Individual
214378,1319668,2020,Hertford,NC,North Carolina,"Non-MSA counties from 10,000 thru 24,999",04-FEB-20,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Other/Unknown,Anti-Black or African American,Business
214379,1326025,2020,Mooresville,NC,North Carolina,"Cities from 25,000 thru 49,999",20-AUG-20,1,Black or African American,1,Intimidation,1.0,Residence/Home,Anti-White,Individual
214380,1267218,2020,Statesville,NC,North Carolina,"Cities from 25,000 thru 49,999",17-FEB-20,1,White,1,Destruction/Damage/Vandalism of Property,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Physical Disability,Individual
214381,1267226,2020,Statesville,NC,North Carolina,"Cities from 25,000 thru 49,999",22-SEP-20,1,Black or African American,1,Simple Assault,1.0,Parking/Drop Lot/Garage,Anti-White,Individual
214382,1267230,2020,Statesville,NC,North Carolina,"Cities from 25,000 thru 49,999",15-JUL-20,1,White,4,Intimidation,4.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual
214383,1267232,2020,Statesville,NC,North Carolina,"Cities from 25,000 thru 49,999",13-AUG-20,0,Unknown,1,Theft of Motor Vehicle Parts or Accessories,0.0,Parking/Drop Lot/Garage,Anti-White,Business
214384,1267234,2020,Statesville,NC,North Carolina,"Cities from 25,000 thru 49,999",28-FEB-20,1,Asian,1,Destruction/Damage/Vandalism of Property,1.0,Rest Area,Anti-Hispanic or Latino,Individual
214385,1267238,2020,Statesville,NC,North Carolina,"Cities from 25,000 thru 49,999",16-NOV-20,2,Multiple,2,Intimidation,2.0,Rest Area,Anti-Black or African American,Individual
214386,1267239,2020,Statesville,NC,North Carolina,"Cities from 25,000 thru 49,999",20-NOV-20,0,Unknown,3,Destruction/Damage/Vandalism of Property;Intimidation;Theft From Motor Vehicle,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual
214387,1267240,2020,Statesville,NC,North Carolina,"Cities from 25,000 thru 49,999",25-OCT-20,1,Black or African American,2,Intimidation,2.0,Rest Area,Anti-White,Individual
214388,1267241,2020,Statesville,NC,North Carolina,"Cities from 25,000 thru 49,999",03-NOV-20,1,Black or African American,2,Aggravated Assault,2.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual
214389,1267243,2020,Statesville,NC,North Carolina,"Cities from 25,000 thru 49,999",28-NOV-20,1,White,1,Drug/Narcotic Violations,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Society/Public
214390,1267246,2020,Statesville,NC,North Carolina,"Cities from 25,000 thru 49,999",17-DEC-20,0,Unknown,1,Theft From Motor Vehicle,4.0,Park/Playground,Anti-Heterosexual,Individual
214391,1313208,2020,Jackson,NC,North Carolina,"Non-MSA counties from 25,000 thru 99,999",26-JUN-20,1,White,1,Simple Assault,1.0,Residence/Home,Anti-Sikh,Individual
214392,1313209,2020,Jackson,NC,North Carolina,"Non-MSA counties from 25,000 thru 99,999",05-NOV-20,0,Unknown,2,Destruction/Damage/Vandalism of Property,2.0,Residence/Home,Anti-Black or African American,Individual
214393,1313211,2020,Jackson,NC,North Carolina,"Non-MSA counties from 25,000 thru 99,999",12-JUN-20,0,Unknown,1,Intimidation,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual
214394,1319666,2020,Western Carolina University,NC,North Carolina,"Cities under 2,500",19-OCT-20,1,White,4,Intimidation;Simple Assault,4.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual
214395,1338865,2020,Kinston,NC,North Carolina,"Cities from 10,000 thru 24,999",19-SEP-20,3,Black or African American,1,Drug/Narcotic Violations,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Society/Public
214396,1267366,2020,Lincoln,NC,North Carolina,"MSA counties from 25,000 thru 99,999",23-JUN-20,1,Black or African American,3,Aggravated Assault,3.0,Residence/Home,Anti-White,Law Enforcement Officer
214397,1313221,2020,Lincolnton,NC,North Carolina,"Cities from 10,000 thru 24,999",24-JAN-20,2,White,1,Intimidation,1.0,Church/Synagogue/Temple/Mosque,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual
214398,1313224,2020,Lincolnton,NC,North Carolina,"Cities from 10,000 thru 24,999",25-JUN-20,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Government
214399,1319717,2020,Lincolnton,NC,North Carolina,"Cities from 10,000 thru 24,999",01-AUG-20,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Other/Unknown,Anti-Black or African American,Individual
214400,1338867,2020,McDowell,NC,North Carolina,"Non-MSA counties from 25,000 thru 99,999",16-JUL-20,0,Unknown,1,Identity Theft,1.0,Residence/Home,Anti-Sikh,Individual
214401,1338868,2020,McDowell,NC,North Carolina,"Non-MSA counties from 25,000 thru 99,999",23-MAR-20,4,White,3,Aggravated Assault;Destruction/Damage/Vandalism of Property;Weapon Law Violations,2.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual;Society/Public
214402,1326336,2020,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",30-APR-20,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual
214403,1326337,2020,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",29-JUN-20,0,Unknown,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual
214404,1326340,2020,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",12-NOV-20,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Convenience Store,Anti-Other Race/Ethnicity/Ancestry,Business
214405,1326342,2020,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",16-AUG-20,0,Unknown,1,Robbery,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual
214406,1326344,2020,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",01-JUL-20,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Black or African American,Individual
214407,1326345,2020,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",29-SEP-20,1,White,1,Intimidation,1.0,Commercial/Office Building,Anti-Black or African American,Individual
214408,1326346,2020,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",13-MAR-20,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Convenience Store,Anti-Black or African American,Individual
214409,1326348,2020,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",16-JUN-20,4,Black or African American,2,Intimidation,2.0,Restaurant,Anti-White,Individual
214410,1326350,2020,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",20-FEB-20,1,White,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Black or African American,Individual
214411,1326353,2020,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",04-JUL-20,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Gay (Male),Individual
214412,1326357,2020,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",14-JUN-20,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Industrial Site,Anti-Black or African American,Business
214413,1326359,2020,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",10-JAN-20,1,White,2,Destruction/Damage/Vandalism of Property,2.0,Residence/Home,Anti-Gay (Male),Individual
214414,1326360,2020,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",12-JUL-20,1,White,1,Destruction/Damage/Vandalism of Property,1.0,Grocery/Supermarket,Anti-Black or African American,Individual
214415,1326362,2020,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",25-JUL-20,0,Unknown,2,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-White,Business;Individual
214416,1326367,2020,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",09-AUG-20,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Gay (Male),Individual
214417,1326369,2020,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",13-AUG-20,2,White,2,Intimidation,2.0,Residence/Home,Anti-Black or African American,Individual
214418,1326370,2020,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",06-JUN-20,0,Unknown,1,Intimidation,1.0,Church/Synagogue/Temple/Mosque,Anti-Black or African American,Individual
214419,1326371,2020,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",05-MAR-20,1,Black or African American,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual
214420,1319792,2020,Matthews,NC,North Carolina,"Cities from 25,000 thru 49,999",11-SEP-20,0,Unknown,2,Intimidation;Simple Assault,2.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Law Enforcement Officer
214421,1319793,2020,Matthews,NC,North Carolina,"Cities from 25,000 thru 49,999",16-OCT-20,1,White,1,Intimidation,1.0,Restaurant,Anti-Black or African American,Individual
214422,1319795,2020,Matthews,NC,North Carolina,"Cities from 25,000 thru 49,999",22-NOV-20,0,Unknown,1,Theft From Motor Vehicle,1.0,Grocery/Supermarket,Anti-Catholic,Individual
214423,1319797,2020,Matthews,NC,North Carolina,"Cities from 25,000 thru 49,999",23-OCT-20,2,White,1,Drug/Narcotic Violations,0.0,Highway/Road/Alley/Street/Sidewalk,"Anti-Eastern Orthodox (Russian, Greek, Other)",Society/Public
214424,1267822,2020,Montgomery,NC,North Carolina,"Non-MSA counties from 10,000 thru 24,999",07-MAR-20,0,Unknown,4,Aggravated Assault,4.0,Residence/Home,Anti-Hispanic or Latino,Individual
214425,1338885,2020,Montgomery,NC,North Carolina,"Non-MSA counties from 10,000 thru 24,999",06-NOV-20,1,White,1,Simple Assault,1.0,Residence/Home,Anti-Black or African American,Individual
214426,1319801,2020,Troy,NC,North Carolina,"Cities from 2,500 thru 9,999",11-DEC-20,1,White,1,Aggravated Assault,1.0,Grocery/Supermarket,Anti-Black or African American,Individual
214427,1319803,2020,Troy,NC,North Carolina,"Cities from 2,500 thru 9,999",20-DEC-20,1,Black or African American,1,Intimidation,1.0,Residence/Home,Anti-White,Individual
214428,1330705,2020,Moore,NC,North Carolina,"Non-MSA counties from 25,000 thru 99,999",08-DEC-20,1,White,1,Motor Vehicle Theft,1.0,Commercial/Office Building,Anti-Sikh,Individual
214429,1330708,2020,Moore,NC,North Carolina,"Non-MSA counties from 25,000 thru 99,999",10-JUL-20,1,White,1,Aggravated Assault,1.0,Residence/Home,Anti-Sikh,Individual
214430,1319819,2020,Pinehurst,NC,North Carolina,"Cities from 10,000 thru 24,999",12-OCT-20,0,Unknown,1,Stolen Property Offenses,1.0,Residence/Home,"Anti-Multiple Races, Group",Individual
214431,1276138,2020,Southern Pines,NC,North Carolina,"Cities from 10,000 thru 24,999",28-JUN-20,1,Black or African American,1,Rape,1.0,Park/Playground,Anti-Sikh,Individual
214432,884742,2020,Taylortown,NC,North Carolina,"Cities under 2,500",27-JUN-20,0,Unknown,1,Burglary/Breaking & Entering,1.0,Residence/Home,Anti-Sikh,Individual
214433,1319843,2020,New Hanover,NC,North Carolina,"MSA counties 100,000 or over",22-OCT-20,1,White,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual
214434,1319845,2020,New Hanover,NC,North Carolina,"MSA counties 100,000 or over",25-JUL-20,1,Black or African American,1,Animal Cruelty,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Society/Public
214435,1319847,2020,New Hanover,NC,North Carolina,"MSA counties 100,000 or over",28-SEP-20,1,White,2,Drug Equipment Violations;Drug/Narcotic Violations,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Other Race/Ethnicity/Ancestry,Society/Public
214436,1319848,2020,New Hanover,NC,North Carolina,"MSA counties 100,000 or over",27-JUN-20,0,Unknown,2,Destruction/Damage/Vandalism of Property,0.0,School-Elementary/Secondary,Anti-Black or African American,Government
214437,1319851,2020,New Hanover,NC,North Carolina,"MSA counties 100,000 or over",29-MAY-20,1,White,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic or Latino,Individual
214438,1319852,2020,New Hanover,NC,North Carolina,"MSA counties 100,000 or over",27-JUN-20,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Specialty Store,Anti-Black or African American,Business
214439,1319854,2020,New Hanover,NC,North Carolina,"MSA counties 100,000 or over",28-JUN-20,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Department/Discount Store,Anti-Black or African American,Business
214440,1319855,2020,New Hanover,NC,North Carolina,"MSA counties 100,000 or over",25-JUN-20,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Specialty Store,Anti-Black or African American,Business
214441,1338907,2020,Carolina Beach,NC,North Carolina,"Cities from 2,500 thru 9,999",02-SEP-20,2,Unknown,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual
214442,1338936,2020,Wilmington,NC,North Carolina,"Cities from 100,000 thru 249,999",15-MAY-20,1,White,1,Robbery,1.0,Park/Playground,Anti-Black or African American,Individual
214443,1338937,2020,Wilmington,NC,North Carolina,"Cities from 100,000 thru 249,999",05-JUN-20,1,White,1,Simple Assault,1.0,Hotel/Motel/Etc.,Anti-Black or African American,Individual
214444,1338941,2020,Wilmington,NC,North Carolina,"Cities from 100,000 thru 249,999",23-OCT-20,0,Unknown,1,Aggravated Assault,1.0,Residence/Home,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual
214445,1338942,2020,Wilmington,NC,North Carolina,"Cities from 100,000 thru 249,999",29-SEP-20,0,Unknown,3,Destruction/Damage/Vandalism of Property;Intimidation,1.0,Highway/Road/Alley/Street/Sidewalk;Residence/Home,Anti-Jewish,Business;Government;Individual
214446,1276140,2020,Onslow,NC,North Carolina,"MSA counties 100,000 or over",03-JAN-20,2,Black or African American,1,Simple Assault,1.0,School-Elementary/Secondary,Anti-Other Race/Ethnicity/Ancestry,Individual
214447,1276142,2020,Onslow,NC,North Carolina,"MSA counties 100,000 or over",08-SEP-20,0,Unknown,1,Credit Card/Automated Teller Machine Fraud,1.0,Cyberspace,Anti-Mental Disability,Individual
214448,1301010,2020,Jacksonville,NC,North Carolina,"Cities from 50,000 thru 99,999",10-AUG-20,0,Unknown,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual
214449,1301018,2020,Jacksonville,NC,North Carolina,"Cities from 50,000 thru 99,999",04-DEC-20,1,White,1,Destruction/Damage/Vandalism of Property,0.0,Convenience Store,Anti-Islamic (Muslim),Business
214450,1313412,2020,Orange,NC,North Carolina,"MSA counties from 25,000 thru 99,999",17-AUG-20,0,Unknown,1,Pornography/Obscene Material,0.0,School-Elementary/Secondary,Anti-Black or African American,Society/Public
214451,1313413,2020,Orange,NC,North Carolina,"MSA counties from 25,000 thru 99,999",14-JUL-20,0,Unknown,1,Simple Assault,1.0,Residence/Home,Anti-Physical Disability,Individual
214452,1319915,2020,Chapel Hill,NC,North Carolina,"Cities from 50,000 thru 99,999",11-MAR-20,1,White,2,Intimidation,2.0,Restaurant,Anti-Black or African American,Law Enforcement Officer
214453,1319928,2020,Chapel Hill,NC,North Carolina,"Cities from 50,000 thru 99,999",13-OCT-20,1,Black or African American,1,Simple Assault,1.0,Department/Discount Store,Anti-Hispanic or Latino,Individual
214454,1319932,2020,Carrboro,NC,North Carolina,"Cities from 10,000 thru 24,999",30-NOV-20,5,Multiple,1,Intimidation,3.0,Residence/Home,Anti-Black or African American,Individual
214455,1319936,2020,Carrboro,NC,North Carolina,"Cities from 10,000 thru 24,999",12-AUG-20,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Residence/Home,Anti-Black or African American,Business
214456,1338986,2020,University of North Carolina Hospitals,NC,North Carolina,"Cities under 2,500",13-JUL-20,1,White,1,Destruction/Damage/Vandalism of Property,2.0,Drug Store/Doctor's Office/Hospital,Anti-Black or African American,Government
214457,1319945,2020,Pamlico,NC,North Carolina,"MSA counties from 10,000 thru 24,999",12-SEP-20,1,White,1,Intimidation,1.0,Residence/Home,Anti-Gay (Male),Individual
214458,1338992,2020,Elizabeth City,NC,North Carolina,"Cities from 10,000 thru 24,999",30-AUG-20,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-White,Individual
214459,1319946,2020,Burgaw,NC,North Carolina,"Cities from 2,500 thru 9,999",18-JUL-20,1,White,1,Aggravated Assault,1.0,Jail/Prison/Penitentiary/Corrections Facility,Anti-Black or African American,Individual
214460,1320006,2020,Person,NC,North Carolina,"MSA counties from 25,000 thru 99,999",30-JUN-20,1,Black or African American,2,Intimidation,3.0,Parking/Drop Lot/Garage,Anti-White,Law Enforcement Officer
214461,1320042,2020,Person,NC,North Carolina,"MSA counties from 25,000 thru 99,999",12-JUL-20,1,Black or African American,1,Statutory Rape,1.0,Residence/Home,"Anti-Eastern Orthodox (Russian, Greek, Other)",Individual
214462,1320056,2020,Pitt,NC,North Carolina,"MSA counties from 25,000 thru 99,999",31-JUL-20,1,White,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual
214463,945805,2020,Ayden,NC,North Carolina,"Cities from 2,500 thru 9,999",16-MAR-20,1,Black or African American,1,Shoplifting,0.0,Grocery/Supermarket,Anti-Black or African American,Business
214464,945854,2020,Ayden,NC,North Carolina,"Cities from 2,500 thru 9,999",19-MAR-20,1,Black or African American,1,Fondling,1.0,Residence/Home,Anti-Black or African American,Individual
214465,1118355,2020,Ayden,NC,North Carolina,"Cities from 2,500 thru 9,999",11-JUN-20,1,White,1,False Pretenses/Swindle/Confidence Game,1.0,ATM Separate from Bank,Anti-White,Individual
214466,1118360,2020,Ayden,NC,North Carolina,"Cities from 2,500 thru 9,999",19-JUN-20,1,White,1,Counterfeiting/Forgery,0.0,Grocery/Supermarket,Anti-White,Business
214467,1118363,2020,Ayden,NC,North Carolina,"Cities from 2,500 thru 9,999",30-APR-20,1,White,1,Drug/Narcotic Violations,0.0,Residence/Home,Anti-White,Society/Public
214468,1118364,2020,Ayden,NC,North Carolina,"Cities from 2,500 thru 9,999",19-JUN-20,1,Black or African American,1,Counterfeiting/Forgery,0.0,Grocery/Supermarket,Anti-White,Business
214469,1118365,2020,Ayden,NC,North Carolina,"Cities from 2,500 thru 9,999",19-MAY-20,1,Black or African American,1,Fondling,1.0,Residence/Home,Anti-White,Individual
214470,1118367,2020,Ayden,NC,North Carolina,"Cities from 2,500 thru 9,999",08-JUN-20,1,Black or African American,1,Simple Assault,1.0,Grocery/Supermarket,Anti-Black or African American,Individual
214471,1267938,2020,Ayden,NC,North Carolina,"Cities from 2,500 thru 9,999",10-DEC-20,1,White,1,Shoplifting,0.0,Convenience Store,Anti-White,Business
214472,1267941,2020,Ayden,NC,North Carolina,"Cities from 2,500 thru 9,999",20-OCT-20,0,Unknown,1,False Pretenses/Swindle/Confidence Game,1.0,Cyberspace,Anti-White,Individual
214473,1267942,2020,Ayden,NC,North Carolina,"Cities from 2,500 thru 9,999",29-AUG-20,1,White,1,Shoplifting,0.0,Convenience Store,Anti-White,Business
214474,1267944,2020,Ayden,NC,North Carolina,"Cities from 2,500 thru 9,999",16-NOV-20,1,Black or African American,1,Sexual Assault With An Object,1.0,Residence/Home,Anti-Black or African American,Individual
214475,1267945,2020,Ayden,NC,North Carolina,"Cities from 2,500 thru 9,999",27-JUL-20,1,Black or African American,1,Destruction/Damage/Vandalism of Property,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Other
214476,1267946,2020,Ayden,NC,North Carolina,"Cities from 2,500 thru 9,999",30-JUL-20,1,White,1,False Pretenses/Swindle/Confidence Game,0.0,Convenience Store,Anti-White,Business
214477,1267947,2020,Ayden,NC,North Carolina,"Cities from 2,500 thru 9,999",18-AUG-20,1,Black or African American,1,Counterfeiting/Forgery,0.0,Grocery/Supermarket,Anti-Black or African American,Business
214478,1267948,2020,Ayden,NC,North Carolina,"Cities from 2,500 thru 9,999",14-DEC-20,1,White,1,Shoplifting,0.0,Convenience Store,Anti-White,Business
214479,1267951,2020,Ayden,NC,North Carolina,"Cities from 2,500 thru 9,999",25-NOV-20,1,Black or African American,3,Murder and Nonnegligent Manslaughter,3.0,Residence/Home,Anti-Black or African American,Individual
214480,1267952,2020,Ayden,NC,North Carolina,"Cities from 2,500 thru 9,999",10-SEP-20,1,Black or African American,1,False Pretenses/Swindle/Confidence Game,0.0,Grocery/Supermarket,Anti-Black or African American,Business
214481,1301068,2020,Greenville,NC,North Carolina,"Cities from 50,000 thru 99,999",18-JUN-20,1,White,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-White,Individual
214482,1301085,2020,Greenville,NC,North Carolina,"Cities from 50,000 thru 99,999",14-FEB-20,5,Black or African American,1,Intimidation,1.0,Residence/Home,Anti-Gay (Male),Individual
214483,1301090,2020,Greenville,NC,North Carolina,"Cities from 50,000 thru 99,999",20-JUL-20,2,Black or African American,1,Robbery,1.0,Field/Woods,Anti-White,Individual
