Unnamed: 0,INCIDENT_ID,DATA_YEAR,PUB_AGENCY_NAME,STATE_ABBR,STATE_NAME,POPULATION_GROUP_DESC,INCIDENT_DATE,TOTAL_OFFENDER_COUNT,OFFENDER_RACE,VICTIM_COUNT,OFFENSE_NAME,TOTAL_INDIVIDUAL_VICTIMS,LOCATION_NAME,BIAS_DESC,VICTIM_TYPES
153853,155000,2011,Wrightsville Beach,NC,North Carolina,"Cities from 2,500 thru 9,999",02-SEP-11,1,White,2,Simple Assault,2.0,Restaurant,Anti-Asian,Individual
153854,155001,2011,Chapel Hill,NC,North Carolina,"Cities from 50,000 thru 99,999",16-FEB-11,2,White,2,Intimidation,2.0,Residence/Home,Anti-Black or African American,Individual
153855,155002,2011,Chapel Hill,NC,North Carolina,"Cities from 50,000 thru 99,999",25-FEB-11,1,White,1,Intimidation,1.0,Commercial/Office Building,Anti-Black or African American,Individual
153856,155003,2011,Chapel Hill,NC,North Carolina,"Cities from 50,000 thru 99,999",25-SEP-11,1,Black or African American,1,Simple Assault,1.0,Parking/Drop Lot/Garage,Anti-Gay (Male),Individual
153857,155004,2011,Carrboro,NC,North Carolina,"Cities from 10,000 thru 24,999",17-APR-11,1,Asian,1,Simple Assault,1.0,Residence/Home,Anti-Other Religion,Individual
153858,155005,2011,Carrboro,NC,North Carolina,"Cities from 10,000 thru 24,999",05-JUL-11,1,White,1,Simple Assault,1.0,Field/Woods,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual
153859,155006,2011,Pitt,NC,North Carolina,"MSA counties from 25,000 thru 99,999",08-MAY-11,0,Unknown,1,Intimidation,1.0,Residence/Home,Anti-Hispanic or Latino,Individual
153860,155007,2011,Pitt,NC,North Carolina,"MSA counties from 25,000 thru 99,999",14-MAY-11,2,White,2,Intimidation,2.0,Bar/Nightclub,Anti-Hispanic or Latino,Individual
153861,155008,2011,Pitt,NC,North Carolina,"MSA counties from 25,000 thru 99,999",17-AUG-11,1,White,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual
153862,155009,2011,Pitt,NC,North Carolina,"MSA counties from 25,000 thru 99,999",09-OCT-11,2,White,2,Destruction/Damage/Vandalism of Property,2.0,Church/Synagogue/Temple/Mosque,"Anti-Multiple Religions, Group",Individual
153863,155010,2011,Pitt,NC,North Carolina,"MSA counties from 25,000 thru 99,999",22-NOV-11,1,Black or African American,1,Intimidation,1.0,Residence/Home,"Anti-Multiple Races, Group",Individual
153864,155011,2011,Pitt,NC,North Carolina,"MSA counties from 25,000 thru 99,999",09-DEC-11,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Church/Synagogue/Temple/Mosque,"Anti-Multiple Religions, Group",Individual
153865,155012,2011,Archdale,NC,North Carolina,"Cities from 10,000 thru 24,999",03-MAR-11,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Black or African American,Individual
153866,155013,2011,Reidsville,NC,North Carolina,"Cities from 10,000 thru 24,999",04-MAR-11,0,Unknown,1,Intimidation,1.0,Residence/Home,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual
153867,155014,2011,Reidsville,NC,North Carolina,"Cities from 10,000 thru 24,999",12-SEP-11,0,Unknown,1,Intimidation,1.0,Drug Store/Doctor's Office/Hospital,Anti-Other Race/Ethnicity/Ancestry,Individual
153868,155015,2011,Reidsville,NC,North Carolina,"Cities from 10,000 thru 24,999",19-OCT-11,1,Black or African American,3,Intimidation,3.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual
153869,155016,2011,Salisbury,NC,North Carolina,"Cities from 25,000 thru 49,999",24-MAR-11,1,Black or African American,1,Simple Assault,1.0,School/College,Anti-White,Individual
153870,155017,2011,Salisbury,NC,North Carolina,"Cities from 25,000 thru 49,999",24-APR-11,1,White,1,Simple Assault,1.0,Drug Store/Doctor's Office/Hospital,Anti-Islamic (Muslim),Individual
153871,155018,2011,Salisbury,NC,North Carolina,"Cities from 25,000 thru 49,999",27-OCT-11,3,White,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Black or African American,Individual
153872,155019,2011,Rutherford,NC,North Carolina,"Non-MSA counties from 25,000 thru 99,999",04-FEB-11,1,White,1,Intimidation,1.0,School/College,Anti-Black or African American,Individual
153873,155020,2011,Albemarle,NC,North Carolina,"Cities from 10,000 thru 24,999",31-JAN-11,0,Unknown,1,Intimidation,1.0,Department/Discount Store,Anti-Black or African American,Individual
153874,155021,2011,King,NC,North Carolina,"Cities from 2,500 thru 9,999",19-JUN-11,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Black or African American,Individual
153875,155022,2011,King,NC,North Carolina,"Cities from 2,500 thru 9,999",29-JUN-11,1,White,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Lesbian (Female),Individual
153876,155023,2011,King,NC,North Carolina,"Cities from 2,500 thru 9,999",04-OCT-11,1,White,2,Intimidation,2.0,Residence/Home,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual
153877,155024,2011,Transylvania,NC,North Carolina,"Non-MSA counties from 25,000 thru 99,999",06-JAN-11,0,Unknown,1,Intimidation,1.0,Residence/Home,Anti-Other Religion,Individual
153878,155025,2011,Union,NC,North Carolina,"MSA counties 100,000 or over",26-APR-11,3,Multiple,1,Robbery,1.0,Field/Woods,Anti-Gay (Male),Individual
153879,155026,2011,Cary,NC,North Carolina,"Cities from 100,000 thru 249,999",09-APR-11,2,White,2,Aggravated Assault,2.0,Highway/Road/Alley/Street/Sidewalk,Anti-American Indian or Alaska Native,Individual
153880,155027,2011,North Carolina State University,NC,North Carolina,"Cities under 2,500",17-OCT-11,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Government/Public Building,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Government
153881,155028,2011,Appalachian State University,NC,North Carolina,"Cities under 2,500",17-APR-11,1,White,1,Intimidation,1.0,School/College,Anti-Gay (Male),Individual
159951,159328,2012,Buncombe,NC,North Carolina,"MSA counties 100,000 or over",11-JAN-12,1,White,6,Simple Assault,6.0,School/College,Anti-Black or African American,Individual
159952,159329,2012,Buncombe,NC,North Carolina,"MSA counties 100,000 or over",08-JAN-12,1,Unknown,1,Intimidation,1.0,Residence/Home,Anti-Other Religion,Individual
159953,159330,2012,Buncombe,NC,North Carolina,"MSA counties 100,000 or over",11-MAR-12,0,Unknown,2,Destruction/Damage/Vandalism of Property,2.0,Residence/Home,Anti-Black or African American,Individual
159954,159331,2012,Buncombe,NC,North Carolina,"MSA counties 100,000 or over",11-MAR-12,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Black or African American,Individual
159955,159332,2012,Buncombe,NC,North Carolina,"MSA counties 100,000 or over",21-MAY-12,1,White,2,Destruction/Damage/Vandalism of Property,2.0,Residence/Home,Anti-Hispanic or Latino,Individual
159956,159333,2012,Asheville,NC,North Carolina,"Cities from 50,000 thru 99,999",30-JAN-12,2,White,2,Simple Assault,2.0,Department/Discount Store,Anti-Black or African American,Individual
159957,159334,2012,Asheville,NC,North Carolina,"Cities from 50,000 thru 99,999",23-APR-12,1,White,1,Intimidation,1.0,Church/Synagogue/Temple/Mosque,Anti-Black or African American,Individual
159958,159335,2012,Asheville,NC,North Carolina,"Cities from 50,000 thru 99,999",30-APR-12,1,Unknown,1,Intimidation,1.0,Grocery/Supermarket,Anti-Black or African American,Individual
159959,159336,2012,Asheville,NC,North Carolina,"Cities from 50,000 thru 99,999",15-JUN-12,1,White,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual
159960,159337,2012,Asheville,NC,North Carolina,"Cities from 50,000 thru 99,999",16-JUL-12,1,White,1,Simple Assault,1.0,Other/Unknown,Anti-Black or African American,Individual
159961,159338,2012,Asheville,NC,North Carolina,"Cities from 50,000 thru 99,999",23-SEP-12,1,Black or African American,2,Simple Assault,2.0,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual
159962,159339,2012,Asheville,NC,North Carolina,"Cities from 50,000 thru 99,999",23-OCT-12,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Gay (Male),Individual
159963,159340,2012,Asheville,NC,North Carolina,"Cities from 50,000 thru 99,999",20-NOV-12,0,Unknown,1,Intimidation,1.0,Service/Gas Station,Anti-Jewish,Individual
159964,159341,2012,Morganton,NC,North Carolina,"Cities from 10,000 thru 24,999",24-MAR-12,1,White,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual
159965,159342,2012,Morganton,NC,North Carolina,"Cities from 10,000 thru 24,999",25-JUL-12,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple/Mosque,Anti-Hispanic or Latino,Business
159966,159343,2012,Morganton,NC,North Carolina,"Cities from 10,000 thru 24,999",26-JUL-12,1,Black or African American,1,Intimidation,1.0,Grocery/Supermarket,Anti-Lesbian (Female),Individual
159967,159344,2012,Cabarrus,NC,North Carolina,"MSA counties from 25,000 thru 99,999",17-JAN-12,1,White,1,Intimidation,1.0,Other/Unknown,"Anti-Multiple Religions, Group",Individual
159968,159345,2012,Caldwell,NC,North Carolina,"MSA counties from 25,000 thru 99,999",09-MAR-12,1,White,1,Simple Assault,1.0,School/College,Anti-Black or African American,Individual
159969,159346,2012,Caldwell,NC,North Carolina,"MSA counties from 25,000 thru 99,999",04-SEP-12,1,Black or African American,1,Simple Assault,1.0,Residence/Home,"Anti-Multiple Races, Group",Individual
159970,159347,2012,Caldwell,NC,North Carolina,"MSA counties from 25,000 thru 99,999",23-OCT-12,1,White,1,Simple Assault,1.0,School/College,"Anti-Multiple Races, Group",Individual
159971,159315,2012,Hickory,NC,North Carolina,"Cities from 25,000 thru 49,999",22-JUN-12,7,Black or African American,2,Simple Assault,2.0,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual
159972,159316,2012,Hickory,NC,North Carolina,"Cities from 25,000 thru 49,999",20-AUG-12,4,White,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual
159973,159348,2012,Hickory,NC,North Carolina,"Cities from 25,000 thru 49,999",15-FEB-12,0,Unknown,2,Aggravated Assault,2.0,Hotel/Motel/Etc.,Anti-Black or African American,Individual
159974,159317,2012,New Bern,NC,North Carolina,"Cities from 25,000 thru 49,999",08-SEP-12,2,Black or African American,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual
159975,159318,2012,Fayetteville,NC,North Carolina,"Cities from 100,000 thru 249,999",24-SEP-12,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Other/Unknown,Anti-Jewish,Other
159976,159319,2012,Fayetteville,NC,North Carolina,"Cities from 100,000 thru 249,999",27-SEP-12,1,White,1,Simple Assault,1.0,Parking/Drop Lot/Garage,Anti-American Indian or Alaska Native,Individual
159977,159320,2012,Fayetteville,NC,North Carolina,"Cities from 100,000 thru 249,999",05-NOV-12,1,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Black or African American,Individual
159978,159321,2012,Fayetteville,NC,North Carolina,"Cities from 100,000 thru 249,999",14-DEC-12,1,White,1,Intimidation,1.0,Restaurant,Anti-Black or African American,Individual
159979,159322,2012,Fayetteville,NC,North Carolina,"Cities from 100,000 thru 249,999",15-DEC-12,1,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple/Mosque,Anti-Protestant,Religious Organization
159980,159349,2012,Fayetteville,NC,North Carolina,"Cities from 100,000 thru 249,999",22-JAN-12,4,Multiple,1,Simple Assault,1.0,Convenience Store,Anti-Gay (Male),Individual
159981,159350,2012,Fayetteville,NC,North Carolina,"Cities from 100,000 thru 249,999",12-OCT-12,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple/Mosque,Anti-Jewish,Religious Organization
159982,159351,2012,Fayetteville,NC,North Carolina,"Cities from 100,000 thru 249,999",15-NOV-12,1,Unknown,1,Simple Assault,1.0,Bank/Savings and Loan,Anti-Black or African American,Individual
159983,159352,2012,Hope Mills,NC,North Carolina,"Cities from 10,000 thru 24,999",29-JUL-12,1,Black or African American,1,Simple Assault,1.0,Other/Unknown,Anti-White,Individual
159984,159323,2012,Thomasville,NC,North Carolina,"Cities from 25,000 thru 49,999",01-MAY-12,1,White,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual
159985,159353,2012,Thomasville,NC,North Carolina,"Cities from 25,000 thru 49,999",04-JUN-12,2,Multiple,1,Arson,1.0,Church/Synagogue/Temple/Mosque,"Anti-Multiple Religions, Group",Individual
159986,159324,2012,Durham,NC,North Carolina,"Cities from 100,000 thru 249,999",14-JAN-12,2,White,1,Simple Assault,1.0,Convenience Store,Anti-Black or African American,Individual
159987,159325,2012,Durham,NC,North Carolina,"Cities from 100,000 thru 249,999",07-MAR-12,0,Unknown,2,Destruction/Damage/Vandalism of Property;Not Specified,0.0,Church/Synagogue/Temple/Mosque,Anti-Islamic (Muslim),Business
159988,159326,2012,Durham,NC,North Carolina,"Cities from 100,000 thru 249,999",07-AUG-12,3,White,2,Aggravated Assault,2.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual
159989,159354,2012,Durham,NC,North Carolina,"Cities from 100,000 thru 249,999",15-MAY-12,0,Unknown,1,Simple Assault,1.0,Residence/Home,Anti-Lesbian (Female),Individual
159990,159355,2012,Durham,NC,North Carolina,"Cities from 100,000 thru 249,999",17-SEP-12,0,Unknown,1,Intimidation,1.0,Commercial/Office Building,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual
159991,159327,2012,Rocky Mount,NC,North Carolina,"Cities from 50,000 thru 99,999",18-APR-12,2,White,1,Intimidation,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual
159992,159356,2012,Forsyth,NC,North Carolina,"MSA counties from 25,000 thru 99,999",23-APR-12,1,White,1,Arson,1.0,Residence/Home,Anti-Heterosexual,Individual
159993,161246,2012,Winston-Salem,NC,North Carolina,"Cities from 100,000 thru 249,999",17-SEP-12,0,Unknown,2,Burglary/Breaking & Entering,2.0,Residence/Home,Anti-Black or African American,Individual
159994,159357,2012,North Carolina School of the Arts,NC,North Carolina,"Cities under 2,500",22-MAR-12,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,School/College,Anti-Black or African American,Government
159995,161247,2012,North Carolina School of the Arts,NC,North Carolina,"Cities under 2,500",14-FEB-12,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,School/College,Anti-Gay (Male),Individual
159996,159358,2012,Franklin,NC,North Carolina,"MSA counties from 25,000 thru 99,999",24-APR-12,0,Unknown,1,Not Specified,0.0,Church/Synagogue/Temple/Mosque,Anti-Heterosexual,Religious Organization
159997,159359,2012,Franklin,NC,North Carolina,"MSA counties from 25,000 thru 99,999",02-DEC-12,0,Unknown,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual
159998,161248,2012,Franklin,NC,North Carolina,"MSA counties from 25,000 thru 99,999",21-APR-12,0,Unknown,1,Not Specified,0.0,Church/Synagogue/Temple/Mosque,Anti-Heterosexual,Religious Organization
159999,161249,2012,Franklin,NC,North Carolina,"MSA counties from 25,000 thru 99,999",22-JUN-12,1,White,1,Intimidation,1.0,Convenience Store,Anti-Hispanic or Latino,Individual
160000,161250,2012,Franklin,NC,North Carolina,"MSA counties from 25,000 thru 99,999",27-NOV-12,0,Unknown,2,Burglary/Breaking & Entering;Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Hispanic or Latino,Individual
160001,161251,2012,Franklin,NC,North Carolina,"MSA counties from 25,000 thru 99,999",15-DEC-12,1,Black or African American,1,Simple Assault,1.0,Restaurant,Anti-Gay (Male),Individual
160002,159360,2012,Gaston County Police Department,NC,North Carolina,"MSA counties from 25,000 thru 99,999",23-NOV-12,1,White,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual
160003,161252,2012,Gastonia,NC,North Carolina,"Cities from 50,000 thru 99,999",12-NOV-12,0,Unknown,1,Arson,0.0,Church/Synagogue/Temple/Mosque,"Anti-Multiple Religions, Group",Religious Organization
160004,159361,2012,Greensboro,NC,North Carolina,"Cities from 250,000 thru 499,999",30-JAN-12,1,Black or African American,1,Robbery,1.0,Parking/Drop Lot/Garage,Anti-Gay (Male),Individual
160005,161361,2012,Greensboro,NC,North Carolina,"Cities from 250,000 thru 499,999",30-MAR-12,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Jewish,Individual
160006,159362,2012,High Point,NC,North Carolina,"Cities from 100,000 thru 249,999",30-MAY-12,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Grocery/Supermarket,Anti-White,Individual
160007,159363,2012,High Point,NC,North Carolina,"Cities from 100,000 thru 249,999",16-JUL-12,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Parking/Drop Lot/Garage,Anti-White,Business
160008,161362,2012,High Point,NC,North Carolina,"Cities from 100,000 thru 249,999",29-MAR-12,2,Black or African American,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual
160009,161363,2012,High Point,NC,North Carolina,"Cities from 100,000 thru 249,999",30-MAY-12,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Parking/Drop Lot/Garage,Anti-White,Business
160010,161364,2012,Roanoke Rapids,NC,North Carolina,"Cities from 10,000 thru 24,999",14-APR-12,5,White,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Other Race/Ethnicity/Ancestry,Individual
160011,159364,2012,Harnett,NC,North Carolina,"Non-MSA counties from 25,000 thru 99,999",23-OCT-12,1,White,2,Destruction/Damage/Vandalism of Property;Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual
160012,161365,2012,Haywood,NC,North Carolina,"MSA counties from 25,000 thru 99,999",05-MAY-12,5,White,1,Intimidation,1.0,Field/Woods,Anti-Black or African American,Individual
160013,161366,2012,Statesville,NC,North Carolina,"Cities from 25,000 thru 49,999",31-OCT-12,1,White,1,Intimidation,1.0,Service/Gas Station,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual
160014,159365,2012,Smithfield,NC,North Carolina,"Cities from 10,000 thru 24,999",12-JAN-12,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Restaurant,"Anti-Multiple Races, Group",Business
160015,161367,2012,Lincoln,NC,North Carolina,"MSA counties from 25,000 thru 99,999",18-JUL-12,2,White,5,Destruction/Damage/Vandalism of Property;Intimidation,4.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Government;Individual
160016,159366,2012,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",01-JAN-12,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual
160017,159367,2012,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",28-APR-12,1,White,1,Intimidation,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual
160018,159368,2012,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",19-JUL-12,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual
160019,159369,2012,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",21-SEP-12,1,White,1,Destruction/Damage/Vandalism of Property,1.0,Parking/Drop Lot/Garage,Anti-Gay (Male),Individual
160020,159370,2012,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",09-OCT-12,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Hispanic or Latino,Individual
160021,159371,2012,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",29-NOV-12,5,Black or African American,2,Destruction/Damage/Vandalism of Property;Simple Assault,1.0,Parking/Drop Lot/Garage,Anti-White,Business;Individual
160022,161368,2012,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",18-JAN-12,1,White,1,Simple Assault,1.0,Grocery/Supermarket,Anti-Gay (Male),Individual
160023,161369,2012,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",10-FEB-12,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Hispanic or Latino,Individual
160024,161370,2012,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",03-JUL-12,0,Unknown,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual
160025,161371,2012,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",21-AUG-12,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Black or African American,Individual
160026,161372,2012,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",24-SEP-12,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Other Race/Ethnicity/Ancestry,Individual
160027,161373,2012,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",30-SEP-12,1,Black or African American,2,Destruction/Damage/Vandalism of Property;Simple Assault,2.0,Bar/Nightclub,Anti-Hispanic or Latino,Individual
160028,161374,2012,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",15-OCT-12,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Islamic (Muslim),Individual
160029,161375,2012,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",06-DEC-12,4,White,2,Intimidation,2.0,School/College,Anti-Black or African American,Individual
160030,159372,2012,Carthage,NC,North Carolina,"Cities under 2,500",07-JUL-12,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple/Mosque,Anti-Other Religion,Religious Organization
160031,159373,2012,New Hanover,NC,North Carolina,"MSA counties from 25,000 thru 99,999",19-MAR-12,1,Black or African American,1,Intimidation,1.0,School/College,Anti-White,Individual
160032,159374,2012,New Hanover,NC,North Carolina,"MSA counties from 25,000 thru 99,999",25-MAR-12,1,Black or African American,2,Destruction/Damage/Vandalism of Property;Intimidation,1.0,Residence/Home,Anti-White,Individual
160033,159375,2012,New Hanover,NC,North Carolina,"MSA counties from 25,000 thru 99,999",20-JUL-12,1,White,1,Intimidation,1.0,Commercial/Office Building,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual
160034,159376,2012,New Hanover,NC,North Carolina,"MSA counties from 25,000 thru 99,999",21-NOV-12,1,White,1,Intimidation,1.0,Commercial/Office Building,Anti-Black or African American,Individual
160035,159377,2012,Carolina Beach,NC,North Carolina,"Cities from 2,500 thru 9,999",15-SEP-12,1,White,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic or Latino,Individual
160036,159378,2012,Wilmington,NC,North Carolina,"Cities from 100,000 thru 249,999",09-FEB-12,1,White,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,"Anti-Multiple Races, Group",Individual
160037,159379,2012,Wilmington,NC,North Carolina,"Cities from 100,000 thru 249,999",01-APR-12,0,Unknown,2,Destruction/Damage/Vandalism of Property,2.0,Residence/Home,Anti-Jewish,Individual
160038,159380,2012,Wilmington,NC,North Carolina,"Cities from 100,000 thru 249,999",30-APR-12,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple/Mosque,Anti-Protestant,Religious Organization
160039,159381,2012,Wilmington,NC,North Carolina,"Cities from 100,000 thru 249,999",22-MAY-12,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual
160040,159382,2012,Wilmington,NC,North Carolina,"Cities from 100,000 thru 249,999",05-JUL-12,1,White,1,Intimidation,1.0,Service/Gas Station,Anti-Black or African American,Individual
160041,159383,2012,Wilmington,NC,North Carolina,"Cities from 100,000 thru 249,999",22-JUL-12,0,Unknown,2,Destruction/Damage/Vandalism of Property,2.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual
160042,159384,2012,Wrightsville Beach,NC,North Carolina,"Cities from 2,500 thru 9,999",23-JUN-12,1,White,1,Intimidation,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual
160043,159385,2012,Chapel Hill,NC,North Carolina,"Cities from 50,000 thru 99,999",29-JAN-12,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual
160044,159386,2012,Chapel Hill,NC,North Carolina,"Cities from 50,000 thru 99,999",14-MAR-12,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Commercial/Office Building,Anti-Gay (Male),Business
160045,159387,2012,Chapel Hill,NC,North Carolina,"Cities from 50,000 thru 99,999",17-APR-12,0,Unknown,1,Intimidation,1.0,Parking/Drop Lot/Garage,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual
160046,159388,2012,Chapel Hill,NC,North Carolina,"Cities from 50,000 thru 99,999",27-OCT-12,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple/Mosque,Anti-Jewish,Religious Organization
160047,159389,2012,Elizabeth City,NC,North Carolina,"Cities from 10,000 thru 24,999",13-NOV-12,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual
160048,159390,2012,Roxboro,NC,North Carolina,"Cities from 2,500 thru 9,999",31-MAR-12,3,White,1,Aggravated Assault,1.0,Convenience Store,Anti-Black or African American,Individual
160049,159391,2012,Roxboro,NC,North Carolina,"Cities from 2,500 thru 9,999",05-MAY-12,1,Black or African American,1,Simple Assault,1.0,Parking/Drop Lot/Garage,Anti-White,Individual
160050,159392,2012,Pitt,NC,North Carolina,"MSA counties from 25,000 thru 99,999",27-AUG-12,1,White,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual
160051,159393,2012,Pitt,NC,North Carolina,"MSA counties from 25,000 thru 99,999",11-NOV-12,1,Black or African American,1,Aggravated Assault,1.0,Bar/Nightclub,Anti-White,Individual
160052,159394,2012,Rockingham,NC,North Carolina,"MSA counties from 25,000 thru 99,999",10-JUN-12,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Black or African American,Individual
160053,159395,2012,Rockingham,NC,North Carolina,"MSA counties from 25,000 thru 99,999",11-JUL-12,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,School/College,Anti-Black or African American,Business
160054,161376,2012,Reidsville,NC,North Carolina,"Cities from 10,000 thru 24,999",10-JUN-12,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple/Mosque,Anti-Black or African American,Religious Organization
160055,159396,2012,Stoneville,NC,North Carolina,"Cities under 2,500",17-MAR-12,1,White,1,Intimidation,1.0,Liquor Store,Anti-Black or African American,Individual
160056,161377,2012,Stoneville,NC,North Carolina,"Cities under 2,500",13-JUL-12,1,White,1,Aggravated Assault,1.0,Convenience Store,Anti-Black or African American,Individual
160057,159397,2012,Salisbury,NC,North Carolina,"Cities from 25,000 thru 49,999",17-MAR-12,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,Business
